"doc_id","nppes_provider_city","nppes_provider_state","number_of_hcpcs","total_services","total_medicare_allowed_amt","number_of_drug_hcpcs","total_drug_services","total_drug_medicare_allowed_amt","number_of_med_hcpcs","total_med_services","total_med_medicare_allowed_amt","beneficiary_average_risk_score","top_hcpcs_code_1","top_hcpcs_code_2","top_hcpcs_code_3","top_hcpcs_code_diff_submitted_received_amt_1","top_hcpcs_code_diff_submitted_received_amt_2","top_hcpcs_code_diff_submitted_received_amt_3"
"IW8982699","CHICAGO","IL",7,293,43749.79,0,0,0,7,293,43749.79,5.7049,"99232","99233","99223",0.5025922,0.4985143,0.43185
"LE3936351","ANDERSON","SC",23,702,69726.19,NA,NA,NA,NA,NA,NA,2.2232,"95816","99214","99213",0.549875,0.3186729,0.3139054
"XO7317920","NAPLES","FL",33,8114,231581.25,3,6766,37001.82,30,1348,194579.43,1.4105,"99223","99204","99213",0.3273775,0.3251968,0.3243668
"QW8152624","AUSTIN","TX",19,804,101410.87,0,0,0,19,804,101410.87,1.5107,"99214","99205","99204",0.3413533,0.3371212,0.3301945
"CZ8787893","HOUSTON","TX",13,315,34218.45,0,0,0,13,315,34218.45,1.2525,"99214","99204","99213",0.6489965,0.5933413,0.5902738
"AT3933991","NEW YORK","NY",8,257,21599.72,0,0,0,8,257,21599.72,1.073,"99203","99213","99212",0.3838652,0.3240246,0.2521127
"YI0372921","EL PASO","TX",48,1289,234093.05,3,16,6.44,45,1273,234086.61,1.4472,"95861","99214","99213",0.4999682,0.464769,0.4369122
"ET3288299","MODESTO","CA",23,1153,134392.52,0,0,0,23,1153,134392.52,1.3792,"99212","99222","95885",0.7839196,0.7752022,0.7567521
"MK5765702","CHERRY HILL","NJ",13,762,105672.24,0,0,0,13,762,105672.24,1.1839,"99213","95886","95887",0.5777954,0.5130931,0.4504603
"GE0618941","CHULA VISTA","CA",29,1178,140588.27,0,0,0,29,1178,140588.27,1.9674,"95885","99215","95886",0.7552308,0.6169878,0.6104
"RL9040214","ORLANDO","FL",15,133,25768.91,0,0,0,15,133,25768.91,1.8526,"95951",NA,NA,0.2020739,NA,NA
"RM6449519","SACRAMENTO","CA",24,2304,176288.26,NA,NA,NA,NA,NA,NA,1.2995,"95937","99232","99205",0.3305373,0.2607623,0.2482451
"YP0337887","BELLEVUE","WA",21,1019,106747.57,NA,NA,NA,NA,NA,NA,1.2196,"95816","99212","99205",0.3595966,0.313573,0.3085723
"AP5970717","TARZANA","CA",31,3105,239319.02,NA,NA,NA,NA,NA,NA,1.6759,"99233","99214","99215",0.69552,0.6710927,0.6508492
"OH0322909","SHREVEPORT","LA",22,413,30229.36,0,0,0,22,413,30229.36,1.3349,"99233","99232","64615",0.4278576,0.3976938,0.3778967
"WX5687164","WINSTON SALEM","NC",31,903,88168.45,0,0,0,31,903,88168.45,1.6426,"99223","99238","99233",0.3455432,0.3424224,0.3403433
"XR5836407","CHAMBERSBURG","PA",34,664,67633.9,NA,NA,NA,NA,NA,NA,1.6728,"99215","99222","99205",0.5805714,0.5664653,0.5614827
"AW1423246","PHILADELPHIA","PA",11,98,10601.87,0,0,0,11,98,10601.87,1.1371,"99214","99203",NA,0.4712811,0.32645,NA
"IG9124985","LOS ANGELES","CA",14,8142,322308.48,0,0,0,14,8142,322308.48,1.7058,"99213","29520","29540",0.7231619,0.7111364,0.6771738
"XQ0540241","HARTFORD","CT",22,378,32402.23,0,0,0,22,378,32402.23,1.8828,"99214","99213","99232",0.7829515,0.6252586,0.5453636
"IT7364533","MESZUITE","TX",27,876,148936.84,NA,NA,NA,NA,NA,NA,1.4846,"95819","99204","99214",0.4955656,0.4642383,0.462847
"PQ7678092","LOS ALAMITOS","CA",12,1679,203173.74,0,0,0,12,1679,203173.74,3.1675,"99223","99233","99232",0.651248,0.6431454,0.6348421
"QR9429768","DETROIT","MI",28,774,106462.14,0,0,0,28,774,106462.14,2.6871,"99221","99232","99222",0.5012142,0.5002023,0.4989793
"NF0003325","HUDSON","FL",29,2596,365409.62,0,0,0,29,2596,365409.62,2.033,"99204","95886","95816",0.3921856,0.3921261,0.3907751
"CJ6480755","PHILADELPHIA","PA",13,255,24517.41,0,0,0,13,255,24517.41,1.089,"99204","99214","99215",0.4777949,0.4764347,0.4738852
"OL4784279","GLENDALE","AZ",54,9883,236913.28,3,8304,45618.88,51,1579,191294.4,1.2478,"95816","99223","99232",0.4213003,0.410232,0.4089855
"OS2840704","ROANOKE","VA",7,265,17844.22,0,0,0,7,265,17844.22,2.4624,"95822","95819","95816",0.4101466,0.4076078,0.3967416
"JW6378459","MERRILLVILLE","IN",52,38099,740205.22,4,36070,492022.92,48,2029,248182.3,1.5252,"99236","99223","99233",0.4080494,0.4065367,0.3894288
"PK2322717","GOLDEN VALLEY","MN",28,12959,109097.05,1,12600,69338.8,27,359,39758.25,1.1141,"J0585","95886","64615",0.3610828,0.2591742,0.2181055
"HG9379710","DAYTON","OH",55,3505,144548.11,5,1929,10536.08,50,1576,134012.03,1.6396,"99220","99219","99223",0.6388889,0.6069364,0.5690614
"TY5464263","COON RAPIDS","MN",31,476,68541.22,0,0,0,31,476,68541.22,1.5205,"99223","99233","99232",0.2492616,0.2490031,0.2473661
"EN3113392","WINSTON SALEM","NC",33,748,59523.79,0,0,0,33,748,59523.79,1.7543,"99214","99213","95910",0.552168,0.5256488,0.4664953
"VB8041148","GRAND ISLAND","NY",40,1534,118481.49,0,0,0,40,1534,118481.49,1.6915,"G0453","95940","99214",0.7404892,0.7338856,0.7047594
"SF2037898","CLEVELAND","OH",20,212,26476.26,0,0,0,20,212,26476.26,1.8321,"99205","99215","99232",0.1832707,0.1779338,0.1732919
"WJ4308409","MILWAUKEE","WI",30,728,77744.25,0,0,0,30,728,77744.25,1.5384,"99204","99205","99214",0.2246062,0.2123248,0.2093915
"TC1007209","ORCHARD PARK","NY",45,2903,132279.65,11,1641,27244.82,34,1262,105034.83,1.3384,"99215","99213","99214",0.5906817,0.5743677,0.5611424
"XR7483556","FOUNTAIN HILL","PA",26,1248,133222.28,NA,NA,NA,NA,NA,NA,1.6123,"99205","99215","99204",0.5607392,0.5512052,0.5200771
"PX9769922","FULLERTON","CA",28,813,113946.11,NA,NA,NA,NA,NA,NA,1.2758,"99214","99205","99213",0.6917745,0.6057288,0.577197
"VB2018060","NEW YORK","NY",16,718,100231.35,0,0,0,16,718,100231.35,1.226,"99215","99232","99214",0.4036405,0.31335,0.2843185
"PL5639143","DURHAM","NC",14,439,47525.5,0,0,0,14,439,47525.5,1.2782,"99233","99205","99215",0.3637615,0.3103855,0.2633608
"LB5295075","SEATTLE","WA",35,345,34580.7,0,0,0,35,345,34580.7,1.6011,"99232","99223","99233",0.3815434,0.3688757,0.3604566
"IC3183391","BRONX","NY",8,134,16458.02,0,0,0,8,134,16458.02,2.2201,"99223","99232","99233",0.2685104,0.264948,0.2598375
"ME2768155","BRONX","NY",14,291,40493.36,0,0,0,14,291,40493.36,2.798,"99223","99233","99232",0.2770415,0.2729762,0.2723077
"ZK3242407","SPRINGFIELD","IL",50,2888,192449.86,1,145,258.5,49,2743,192191.36,1.269,"85651","36415","99231",0.9793388,0.9624215,0.7176056
"GE3448754","OKLAHOMA CITY","OK",24,993,95554.06,NA,NA,NA,NA,NA,NA,1.5197,"95886","95957","95922",0.4323496,0.4096688,0.4091305
"SP8250338","NEW YORK","NY",11,946,137697.15,0,0,0,11,946,137697.15,1.352,"99223","99215","99205",0.3228545,0.3114251,0.2883512
"ZL4136741","ARVADA","CO",34,16230,318141.28,3,15007,187936.84,31,1223,130204.44,1.3294,"99213","99214","99204",0.4618879,0.4082993,0.3969241
"MJ2569784","LEWISVILLE","TX",25,1287,279391.94,2,49,74.91,23,1238,279317.03,1.4032,"95957","95813","J3420",0.5646653,0.5227399,0.5226882
"OB1263569","VENICE","FL",45,12003,545522.59,2,8476,46564.13,43,3527,498958.46,1.3285,"95813","95957","92547",0.5504957,0.5053662,0.4735
"PQ8849910","EDISON","NJ",27,1632,177499.47,0,0,0,27,1632,177499.47,1.7387,"99223","99213","99232",0.4572569,0.3588716,0.3207022
"KU8033270","PEORIA","IL",30,764,74405.75,0,0,0,30,764,74405.75,1.4129,"99215","99204","99213",0.361878,0.3555738,0.3552846
"JY8235169","SEATTLE","WA",16,253,35839.65,0,0,0,16,253,35839.65,1.9518,"99223","99233","99232",0.3412465,0.3392952,0.3352898
"SQ0319933","AURORA","CO",12,267,29711.07,0,0,0,12,267,29711.07,1.6103,"99215","99214","99205",0.1954227,0.1940909,0.1884548
"OF8122860","CLEVELAND","OH",31,433,35878.12,0,0,0,31,433,35878.12,1.3271,"99214","99205","99204",0.1856231,0.1834926,0.1823308
"SG2324151","WILLIAMSPORT","PA",28,568,65927.32,NA,NA,NA,NA,NA,NA,1.5977,"99222","99232","99233",0.3681588,0.3674905,0.3664267
"GS2618627","EVANSVILLE","IN",35,3676,143519.63,NA,NA,NA,NA,NA,NA,1.5135,"95910","99231","95886",0.7839945,0.783962,0.7773817
"ET4410917","BRAINERD","MN",11,549,83395.4,0,0,0,11,549,83395.4,1.2938,"99204","99213","99203",0.6706169,0.6595666,0.658936
"DP6200794","CHAPEL HILL","NC",31,400,36333.79,0,0,0,31,400,36333.79,1.5182,"99223","99205","99214",0.350362,0.346212,0.3380656
"SI7454134","N CHARLESTON","SC",25,1426,147477.65,NA,NA,NA,NA,NA,NA,1.1491,"95886","99205","95911",0.3149955,0.3028279,0.3013697
"YQ8680777","BOSTON","MA",56,873,64790.82,0,0,0,56,873,64790.82,1.1861,"86140","82746","84443",0.7688889,0.7251639,0.7179763
"CW6829739","CHARLOTTESVILLE","VA",30,729,62096.58,0,0,0,30,729,62096.58,1.5623,"99219","99217","99232",0.3191336,0.3167932,0.3146767
"QS8635705","SHERMAN","TX",18,1302,174739.42,0,0,0,18,1302,174739.42,2.1586,"99220","99233","99222",0.53148,0.5270997,0.5256
"WS1619322","NEW YORK","NY",18,1158,117969.08,NA,NA,NA,NA,NA,NA,1.531,"99215","99214","95911",0.7802392,0.7079411,0.6908966
"TD0400920","COLUMBIA","SC",21,225,25445.16,0,0,0,21,225,25445.16,2.1997,"99223","99222","99232",0.1958696,0.1958679,0.1953405
