"doc_id","nppes_provider_city","nppes_provider_state","number_of_hcpcs","total_services","total_medicare_allowed_amt","number_of_drug_hcpcs","total_drug_services","total_drug_medicare_allowed_amt","number_of_med_hcpcs","total_med_services","total_med_medicare_allowed_amt","beneficiary_average_risk_score","top_hcpcs_code_1","top_hcpcs_code_2","top_hcpcs_code_3","top_hcpcs_code_diff_submitted_received_amt_1","top_hcpcs_code_diff_submitted_received_amt_2","top_hcpcs_code_diff_submitted_received_amt_3"
"HH7109849","KANSAS CITY","MO",33,7354,164818.7,1,5700,31432.8,32,1654,133385.9,1.9998,"99221","99232","99231",0.4005634,0.4001657,0.3985714
"PF5464369","ANNAPOLIS","MD",25,1160,139791.58,NA,NA,NA,NA,NA,NA,1.8895,"99215","99212","99205",0.5579668,0.5525,0.5478389
"AV5664228","BOSTON","MA",7,214,32778.42,0,0,0,7,214,32778.42,1.9707,"99233","99232","99291",0.2667202,0.2629534,0.2116839
"WR9012792","DANVILLE","KY",21,931,102043.15,0,0,0,21,931,102043.15,1.4054,"99223","99204","99214",0.5112943,0.4946515,0.4356041
"AY0647084","KENOSHA","WI",42,3972,176173.61,8,2447,519.99,34,1525,175653.62,1.5611,"96372","99223","99214",0.3138157,0.2779218,0.2608452
"CN9013470","JACKSON","TN",66,9730,242763.94,5,7431,40863.94,61,2299,201900,1.4635,"J0585","95816","97110",0.4878795,0.4088685,0.3518731
"LS9535656","ROCHESTER HILLS","MI",37,1314,159710.69,5,88,192.2,32,1226,159518.49,1.9323,"99215","99223","99232",0.6366989,0.6318866,0.6163158
"EA0150251","MIAMI","FL",10,232,43870.94,0,0,0,10,232,43870.94,1.6815,"95816","95957","96116",0.7314,0.5711948,0.4995
"GB8875613","CHICAGO","IL",30,761,45200.92,0,0,0,30,761,45200.92,1.3306,"99204","99205","99215",0.3175866,0.3125309,0.2983264
"IL4235430","HOUSTON","TX",21,505,62680.69,0,0,0,21,505,62680.69,2.0736,"99223","99233","99215",0.4052764,0.39625,0.3631643
"EM7405327","ATLANTIS","FL",28,2513,256435.7,0,0,0,28,2513,256435.7,2.031,"95816","95886","99204",0.4029661,0.3189332,0.280508
"IY1976553","NEW BRITAIN","CT",15,709,94765.26,0,0,0,15,709,94765.26,2.2102,"99233","99222","99223",0.567367,0.4828023,0.4825009
"LF8586378","BALTIMORE","MD",28,961,97278.12,0,0,0,28,961,97278.12,2.0512,"G0453","99223","99214",0.4804842,0.4460913,0.4419578
"TP4103068","NORFOLK","VA",25,358,46960.68,0,0,0,25,358,46960.68,1.2215,"99214","99205","99204",0.4679948,0.4194474,0.4033564
"IG6544766","LITTLE ROCK","AR",24,770,73450.94,0,0,0,24,770,73450.94,1.6136,"99222","99232","99231",0.4484474,0.4428481,0.4277941
"CR2343295","KNOXVILLE","TN",44,5904,168988.37,7,4284,35588.46,37,1620,133399.91,1.5035,"95970","95816","95978",0.46608,0.4234831,0.4064058
"PH5602135","MILWAUKEE","WI",16,518,100504.33,0,0,0,16,518,100504.33,1.9189,"99223","99233","99205",0.2625648,0.2322222,0.2272188
"RI6639510","CLEVELAND","OH",16,233,23629.94,0,0,0,16,233,23629.94,1.8677,"G0180","99221","99214",0.1823077,0.1811009,0.1786387
"SM7712557","VALDOSTA","GA",57,60063,1414902,17,28839,86112.27,40,31224,1328789.73,1.9876,"J3420","G0434","99212",0.7462121,0.7452,0.6436
"QC6695334","JACKSON","MS",24,470,59988.73,0,0,0,24,470,59988.73,1.484,"99223","99232","95816",0.3514739,0.3479747,0.3377099
"ZM1051123","WINFIELD","IL",27,2271,195626.1,5,935,5020.79,22,1336,190605.31,1.6169,"99223","99222","99214",0.4469204,0.4366367,0.423199
"NH5646830","ROCHESTER","MN",24,74,8305.89,0,0,0,24,74,8305.89,1.7585,"99223",NA,NA,0.3513348,NA,NA
"EH3229479","TUCSON","AZ",38,764,84911.74,NA,NA,NA,NA,NA,NA,1.4061,"99223","99233","99222",0.3991123,0.3978914,0.3914493
"WP4198883","PHILADELPHIA","PA",20,389,62865.2,0,0,0,20,389,62865.2,1.9365,"95886","99215","99214",0.346858,0.3366734,0.3194049
"CU7274991","SAN ANTONIO","TX",12,215,21386.37,0,0,0,12,215,21386.37,3.2477,"99233","99223","99232",0.3943781,0.3943003,0.3820833
"NZ0233706","SCHENECTADY","NY",23,232,22955.5,0,0,0,23,232,22955.5,1.4955,"95886","95816","99223",0.3859082,0.3244603,0.317377
"GQ3723848","ARLINGTON","TX",19,2120,182016.71,0,0,0,19,2120,182016.71,2.5529,"99204","99232","99222",0.359818,0.3201892,0.3161786
"MO7564008","NIAGARA FALLS","NY",33,1540,106163.11,NA,NA,NA,NA,NA,NA,1.6572,"95910","95909","99223",0.6171699,0.6051059,0.6006423
"VV9352982","WICHITA","KS",33,2996,175456.27,NA,NA,NA,NA,NA,NA,1.3195,"99215","99205","99204",0.5274872,0.5140293,0.5023555
"HI1190547","KANSAS CITY","MO",29,744,72972.14,0,0,0,29,744,72972.14,1.7354,"99221","99232","99223",0.5771897,0.4613249,0.4587008
"WM7542816","LAS VEGAS","NV",27,2419,186341.6,0,0,0,27,2419,186341.6,1.3915,"95004","92540","92546",0.5064727,0.2620697,0.2483742
"TV2996075","HARTFORD","CT",17,484,38401.97,0,0,0,17,484,38401.97,1.3997,"95909","95910","95885",0.4810192,0.4477222,0.4226944
"WW2026508","HARTFORD","CT",13,191,18054.71,0,0,0,13,191,18054.71,1.7857,"99231","99213","99223",0.4160522,0.4108946,0.4004831
"MJ9888738","CHANDLER","AZ",30,1088,78911.39,5,528,2827.22,25,560,76084.17,1.3912,"95910","99214","99205",0.443403,0.422288,0.4163146
"OH1609563","DENVER","CO",2,39,3841.75,0,0,0,2,39,3841.75,1.0884,"99214",NA,NA,0.2806,NA,NA
"ML5514410","MILWAUKEE","WI",29,2131,44293.17,NA,NA,NA,NA,NA,NA,2.0176,"99223","99205","99214",0.2850092,0.2502335,0.2445064
"LC4612829","NEW ORLEANS","LA",11,412,48531.47,0,0,0,11,412,48531.47,2.0839,"99214","99213","95951",0.3079354,0.2890312,0.1408555
"YV6649352","WYNNEWOOD","PA",20,1259,174045.1,0,0,0,20,1259,174045.1,1.5975,"99233","99223","99205",0.49,0.4873444,0.4833401
"JR9094997","ANNAPOLIS","MD",51,21336,505381.97,10,19727,305737.38,41,1609,199644.59,1.0649,"64400","96365","64405",0.4644962,0.4602522,0.3713132
"BZ7768674","BRIGHTON","MA",14,492,18187.2,NA,NA,NA,NA,NA,NA,1.4645,"99214",NA,NA,0.2787319,NA,NA
"FC1655983","LACONIA","NH",42,1365,142625.47,0,0,0,42,1365,142625.47,1.2842,"99215","99214","99205",0.4785998,0.4738757,0.460114
"KC5885028","LAS VEGAS","NV",23,19269,918469.82,NA,NA,NA,NA,NA,NA,1.2775,"95953","99213","95886",0.3341859,0.3323643,0.3175136
"HS9937265","PALO ALTO","CA",8,2424,49940.95,NA,NA,NA,NA,NA,NA,1.4567,"99214","99215",NA,0.4410253,0.3981415,NA
"RA3749589","FORT THOMAS","KY",13,662,44799.7,0,0,0,13,662,44799.7,1.3186,"95910","95911","95909",0.4200267,0.4155087,0.4121678
"VI7321910","LOMA LINDA","CA",45,740,75907.2,0,0,0,45,740,75907.2,1.7576,"95913","95912","95911",0.3597511,0.3544545,0.3376275
"HW8076012","CLEVELAND","OH",22,917,73965.09,0,0,0,22,917,73965.09,1.8004,"99204","99205","99214",0.4023203,0.3960703,0.3728936
"HA4282872","PHILADELPHIA","PA",26,630,65899.34,0,0,0,26,630,65899.34,1.6319,"99223","99205","99232",0.5496091,0.4738859,0.4546565
"BN6663258","BALTIMORE","MD",16,558,72491.01,NA,NA,NA,NA,NA,NA,1.2382,"36415","99203","99205",0.3675,0.3307651,0.3027761
"YA7079043","PISMO BEACH","CA",20,1018,140406.93,NA,NA,NA,NA,NA,NA,1.3304,"99223","99357","99356",0.4157044,0.4152549,0.4150634
"DC9360961","SUWANEE","GA",55,2125,261147.13,0,0,0,55,2125,261147.13,1.4155,"95911","99233","99223",0.5397315,0.528,0.5249779
"VL7383797","GREENBRAE","CA",19,359,53844.06,NA,NA,NA,NA,NA,NA,1.3138,"99213","99223","99215",0.3008837,0.2509104,0.2426588
"YW1081572","PHILADELPHIA","PA",24,662,55423.8,0,0,0,24,662,55423.8,1.9355,"99223","99214","99204",0.5496091,0.5235019,0.4937143
"JW6366217","SHEFFIELD","AL",29,1117,133782.25,0,0,0,29,1117,133782.25,1.5815,"99215","99214","99213",0.7017605,0.6776805,0.6722518
"TC5349298","BURNSVILLE","MN",41,3506,86077.71,NA,NA,NA,NA,NA,NA,1.2988,"95886","99223","99232",0.2652463,0.2444513,0.2338745
"BR7838078","SPRINGFIELD","TN",37,3988,118219.11,7,2947,15950.62,30,1041,102268.49,1.4497,"95911","95886","99215",0.4476359,0.4437529,0.4410041
"MP5165678","CONCORD","MA",5,489,77627.81,0,0,0,5,489,77627.81,1.4214,"99205","99215",NA,0.3253643,0.3169579,NA
"IL4990595","FRANKLIN","TN",15,154,21516.87,NA,NA,NA,NA,NA,NA,1.4234,"99205","99213","99215",0.3933643,0.3828528,0.3813238
"IX4283468","ASHEBORO","NC",22,991,98258.88,NA,NA,NA,NA,NA,NA,1.6967,"99214","99204","99213",0.3419642,0.3403534,0.3182598
"NU8174133","BEND","OR",49,3078,104566.03,NA,NA,NA,NA,NA,NA,1.0984,"85025","86140","95816",0.3180246,0.3110578,0.3044275
"JK1245425","GAHANNA","OH",21,22437,336045.95,5,22072,297982.14,16,365,38063.81,1.2971,"99205","99222","99215",0.4365781,0.3693878,0.3512202
"BX2605952","WEST LONG BRANCH","NJ",46,1731,218579.57,NA,NA,NA,NA,NA,NA,1.7703,"95886","95909","95907",0.7840127,0.7839984,0.7839196
"GT8729533","MIAMI","FL",7,87,18915.84,0,0,0,7,87,18915.84,2.2306,"95812","99215","92585",0.7080753,0.4698234,0.4316
"DQ9393228","RAPID CITY","SD",27,568,70721.02,0,0,0,27,568,70721.02,1.2173,"99232","99215","99205",0.4396992,0.388711,0.3868345
"DN5972758","BAY SHORE","NY",61,10563,498824.27,5,7678,119197.19,56,2885,379627.08,1.3479,"95909","92546","95911",0.784,0.77848,0.7663536
"WB3755480","SAN RAMON","CA",21,3040,87996.65,NA,NA,NA,NA,NA,NA,1.1666,"99214","99213","99204",0.6760711,0.5557112,0.5501948
"WT9290799","PEABODY","MA",28,1450,240806.71,0,0,0,28,1450,240806.71,1.6068,"95957","95951","99223",0.6962095,0.6206931,0.4987789
"XG3664775","ROCHESTER","MN",10,93,11274.65,0,0,0,10,93,11274.65,1.1316,"99354","99215","99214",0.6816909,0.6466919,0.5731756
"XH8443674","LITTLE ROCK","AR",63,3796,112711.39,NA,NA,NA,NA,NA,NA,1.3619,"82306","95909","95911",0.454622,0.4276433,0.4011949
"TN2827359","WILLOW GROVE","PA",22,722,82751.5,NA,NA,NA,NA,NA,NA,1.4201,"99205","99215","99213",0.6367667,0.631685,0.6221689
"ZS6276938","SHERWOOD","AR",31,34461,780568.31,6,32209,520161.35,25,2252,260406.96,1.3564,"99231","99222","99215",0.5015517,0.4840926,0.4633288
"JB3786656","MANCHESTER","NH",36,837,70424.77,0,0,0,36,837,70424.77,1.4525,"95910","95909","99222",0.4726667,0.4373114,0.396413
"CU2039689","LA JOLLA","CA",26,1606,42062.63,NA,NA,NA,NA,NA,NA,1.7264,"99215","99205","99214",0.3543442,0.3471804,0.3403661
"RZ2223138","CLYDE","NC",33,1104,90186.4,0,0,0,33,1104,90186.4,1.2432,"95886","95910","99215",0.4998719,0.4275334,0.4112284
"TI4121353","HOUSTON","TX",68,40252,1338168.42,13,37207,992237.35,55,3045,345931.07,1.1946,"A9585","95886","99204",0.6285885,0.4941234,0.4642674
"PB2905743","BELOIT","WI",28,813,73356.52,0,0,0,28,813,73356.52,1.381,"99213","99214","99204",0.4218876,0.359003,0.3351657
"IF5875536","TALLAHASSEE","FL",25,1668,141508.76,2,126,89.98,23,1542,141418.78,1.4206,"J3420","96372","99233",0.7182609,0.7164138,0.5805057
"NG6304268","TORRANCE","CA",11,97,9868.53,0,0,0,11,97,9868.53,1.6288,"99233",NA,NA,0.2610811,NA,NA
"RX7563027","AUSTIN","TX",20,558,73194.68,0,0,0,20,558,73194.68,1.7465,"99223","99232","99214",0.2662683,0.2533906,0.2449431
"IV6830909","SEATTLE","WA",19,468,42485.73,0,0,0,19,468,42485.73,1.791,"99233","99232","99214",0.3870096,0.382833,0.3808461
"UI2909272","VANCOUVER","WA",30,332,50108.65,0,0,0,30,332,50108.65,1.3078,"36415","85652","99214",0.362963,0.3612774,0.2598654
"MG8428649","ATLANTA","GA",19,18646,177913.02,2,18071,103457.61,17,575,74455.41,1.4843,"99354","99205","95874",0.2903581,0.2707946,0.263821
"YM4518594","COLUMBUS","OH",20,177,18294.72,0,0,0,20,177,18294.72,1.8831,"99222","99233","99232",0.4041887,0.3572651,0.2967467
"TZ2223899","PHOENIX","AZ",29,629,76544.28,NA,NA,NA,NA,NA,NA,1.5247,"95938","95951","95953",0.2863059,0.2806855,0.2788362
"FS2811541","CINCINNATI","OH",7,2575,175587.76,0,0,0,7,2575,175587.76,1.2984,"G0431","99204","99214",0.478189,0.4002288,0.3752581
"BS8740024","DU BOIS","PA",32,1291,126170.66,NA,NA,NA,NA,NA,NA,1.471,"99223","99205","99215",0.654375,0.6273226,0.5900921
"QK7125399","EAST BRUNSWICK","NJ",20,2259,207444.37,0,0,0,20,2259,207444.37,2.7323,"99223","99222","99233",0.5048325,0.4525597,0.4464877
"YR0642746","ALBUQUERQUE","NM",26,462,34298.73,0,0,0,26,462,34298.73,1.4888,"G0453","95938","95822",0.312226,0.3102609,0.3085417
"BY2510711","STATEN ISLAND","NY",15,272,25441.81,0,0,0,15,272,25441.81,2.1775,"99221","99222","99233",0.3446038,0.3443175,0.3355474
"SS8404985","NEW ORLEANS","LA",30,926,98706.58,0,0,0,30,926,98706.58,2.0194,"95978","99222","99232",0.4597401,0.4145247,0.4039955
"TX7042348","MINNEAPOLIS","MN",4,64,5810.23,0,0,0,4,64,5810.23,1.5428,"99214","99215",NA,0.2391312,0.2263458,NA
"VE1074141","NASHVILLE","TN",30,402,39479.29,0,0,0,30,402,39479.29,1.6638,"99204","99205","99215",0.2574701,0.2538416,0.2515218
"XX1909445","BEMIDJI","MN",15,109,6467.32,0,0,0,15,109,6467.32,1.1707,"99202","99203","99213",0.3449356,0.330897,0.3195247
"ZT8095343","FULLERTON","CA",40,2140,180352.81,NA,NA,NA,NA,NA,NA,1.4537,"99214","99213","99205",0.6798824,0.6111152,0.6057288
"ST6573159","PHILADELPHIA","PA",12,322,42485.36,0,0,0,12,322,42485.36,2.4936,"99214","95816","99232",0.6623432,0.622987,0.595603
"JL5230242","CHARLOTTESVILLE","VA",8,127,18002.16,0,0,0,8,127,18002.16,1.303,"99215","99205","99204",0.3120708,0.3115604,0.2869536
"TU0808768","SEATTLE","WA",19,593,74076.75,0,0,0,19,593,74076.75,1.5024,"99214","99213","99215",0.3307676,0.2986714,0.2915597
"WB2239637","SEATTLE","WA",37,517,47245.51,0,0,0,37,517,47245.51,1.8536,"99238","99232","99223",0.3849008,0.3836582,0.3832192
"HZ4570813","NEW YORK","NY",19,391,39952.16,0,0,0,19,391,39952.16,1.9288,"99223","99238","99239",0.3153599,0.3136635,0.3116
"ZA0949936","OAK RIDGE","TN",44,2701,120091.93,NA,NA,NA,NA,NA,NA,1.0839,"99213","99215","99204",0.5982808,0.4996089,0.4645248
"RC5262117","ROCHESTER","MN",34,495,48332.45,0,0,0,34,495,48332.45,1.4195,"99222","99215","95886",0.6642071,0.6487116,0.6385937
"HD2630067","NEW LONDON","CT",18,1327,192387.5,0,0,0,18,1327,192387.5,1.9587,"99223","99233","99232",0.4304118,0.4296863,0.4085614
"VT2786878","DALLAS","TX",22,632,78544.74,0,0,0,22,632,78544.74,2.0775,"99223","99232","99233",0.524824,0.3229624,0.317288
"QS7898311","FORTWORTH","TX",23,403,33190.88,0,0,0,23,403,33190.88,2.1518,"95816","99231","99232",0.3956406,0.3865943,0.3824343
"AD6818736","BALTIMORE","MD",12,551,57976.17,0,0,0,12,551,57976.17,1.8491,"99204","99238","99232",0.2666504,0.2611749,0.2595762
"IF5939447","CHAPEL HILL","NC",26,3820,53576.48,NA,NA,NA,NA,NA,NA,1.4425,"99223","99204","99213",0.2989994,0.2770073,0.2767003
"RK8952147","CARMEL","IN",36,533,55977.6,0,0,0,36,533,55977.6,1.229,"99205","99204","99213",0.5463825,0.5359498,0.5108378
"ME1933854","GRIFFIN","GA",17,1660,209077.61,0,0,0,17,1660,209077.61,1.6355,"99223","95816","99232",0.6871923,0.6535114,0.6501301
"XW6806201","LAFAYETTE","CO",30,5026,132500.69,3,4153,27769.88,27,873,104730.81,1.4569,"99215","95978","99214",0.7061006,0.6876553,0.6853007
"BV3610198","NEW HYDE PARK","NY",17,1138,214498.17,0,0,0,17,1138,214498.17,2.3097,"95819","95957","99215",0.3240538,0.3065487,0.2011388
"FL1074635","BOYNTON BEACH","FL",35,1281,228898.85,0,0,0,35,1281,228898.85,1.8476,"99354","95886","92270",0.2613333,0.2606019,0.2604561
"FP6297812","DARTMOUTH","ZZ",21,390,47726.92,0,0,0,21,390,47726.92,2.2654,"99222","99204","99232",0.2532967,0.2520541,0.2499583
"MU1118819","AKRON","OH",26,1560,87900.54,NA,NA,NA,NA,NA,NA,2.2863,"99223","99233","99222",0.3184444,0.3176285,0.3160999
"XD9109073","ROANOKE","VA",25,1011,112533.84,0,0,0,25,1011,112533.84,1.5108,"64616","99232","99233",0.654457,0.5825,0.5698127
"YW6878762","NEW YORK","NY",16,372,46764.25,NA,NA,NA,NA,NA,NA,1.239,"99215","99205","95810",0.316875,0.2867125,0.224736
"FL0755022","ANDERSON","IN",39,954,74451.75,NA,NA,NA,NA,NA,NA,1.4468,"99214","99215","99205",0.4887071,0.4618913,0.4231332
"VX9059684","BELLINGHAM","WA",22,763,87007.38,0,0,0,22,763,87007.38,1.3816,"99213","95819","95816",0.4303206,0.3098047,0.2948745
"YS6109119","BETHLEHEM","PA",25,433,41220.79,0,0,0,25,433,41220.79,1.7222,"99215","99204","95910",0.6078889,0.5085076,0.41005
"AK2599045","NASHVILLE","TN",15,2447,125196.35,0,0,0,15,2447,125196.35,1.1685,"95865","G0453","95870",0.1283393,0.1247865,0.1191318
"KM4699954","COLUMBIA","MO",30,795,61740.13,0,0,0,30,795,61740.13,1.5608,"95951","95957","99213",0.3462378,0.3380169,0.3072702
"FN7833473","WILLISTON","ND",29,575,45703.27,0,0,0,29,575,45703.27,1.307,"99214","99215","99204",0.6461571,0.5905469,0.4781981
"PF0531473","CITY OF INDUSTRY","CA",64,22538,1059065.74,3,16888,5929.71,61,5650,1053136.03,1.7478,"92543","92546","99204",0.6376429,0.6118607,0.5153998
"BP2870357","LANSDOWNE","VA",28,703,80980.91,0,0,0,28,703,80980.91,1.3872,"99213","99205","99214",0.413665,0.3840723,0.3798455
"MM0138601","ORANGE","CA",16,223,22181.72,0,0,0,16,223,22181.72,1.7577,"99215","99232",NA,0.307337,0.2969417,NA
"HL6116448","MUSKEGO","WI",5,879,810751.48,0,0,0,5,879,810751.48,1.3661,"95957","95951",NA,0.6025734,0.5145271,NA
"JA7359629","APPLE VALLEY","CA",23,1294,173165.47,0,0,0,23,1294,173165.47,2.3317,"99232","99223","95886",0.7818788,0.777757,0.6959019
"KZ6499581","NORFOLK","VA",27,1785,140373.97,NA,NA,NA,NA,NA,NA,1.296,"95885","99214","99213",0.4511123,0.4473024,0.4109713
"DW8863484","LIVONIA","MI",22,1407,136464.08,0,0,0,22,1407,136464.08,1.8357,"99223","99204","99213",0.6973449,0.6517797,0.5869437
"OV7246477","BROOKLYN","NY",23,6702,98045.2,4,6127,33514.34,19,575,64530.86,1.6046,"99204","64615","99205",0.4310349,0.4231529,0.3916191
"TU4787544","PHOENIX","AZ",13,776,66526.74,0,0,0,13,776,66526.74,1.9885,"99222","99232",NA,0.4534404,0.4291443,NA
"EY3742126","BEDFORD","TX",75,126922,2467542.28,23,123771,2161031.32,52,3151,306510.96,1.3522,"J2323","95816","95819",0.6275638,0.576453,0.5749363
"BJ1056719","BEAUMONT","TX",34,2672,237906.46,0,0,0,34,2672,237906.46,1.1096,"99213","99212","95865",0.4275896,0.392,0.3710014
"EJ0828826","INDIANAPOLIS","IN",34,4671,260072.93,NA,NA,NA,NA,NA,NA,1.7501,"99214","99215","99213",0.4360514,0.4251739,0.4118294
"LH8613588","SAN ANTONIO","TX",37,1932,154107.28,NA,NA,NA,NA,NA,NA,1.9785,"99306","99307","99308",0.7588485,0.6632,0.6333293
"YX3996679","FORT WALTON BEACH","FL",45,11234,391306.27,2,8718,48018.78,43,2516,343287.49,1.526,"J3420","J0585","99204",0.6822222,0.4789452,0.4097044
"WZ7028500","TACOMA","WA",17,1034,103336.1,0,0,0,17,1034,103336.1,1.3928,"99204","99215","99213",0.3514103,0.3495464,0.3242705
"BC6453186","FORT WAYNE","IN",10,121,8002.63,0,0,0,10,121,8002.63,1.1093,"99214","99213",NA,0.3645893,0.3098629,NA
"FA2184915","DALLAS","TX",12,1081,131853.45,0,0,0,12,1081,131853.45,0.9922,"95957","95819","99215",0.6709699,0.6082062,0.5518558
"JN9410156","NASHVILLE","TN",25,454,47322.03,0,0,0,25,454,47322.03,1.4883,"95874","99232","99238",0.6585863,0.3298171,0.3241317
"OE6805836","DOWNEY","CA",20,5483,550289.45,0,0,0,20,5483,550289.45,3.0546,"95816","99214","99215",0.7731132,0.691825,0.5261194
"LV6197886","MIAMI","FL",21,763,89175.34,0,0,0,21,763,89175.34,1.9765,"99223","99215","93886",0.3297133,0.2802449,0.2641038
"WC3347520","FORT SMITH","AR",61,8130,158608.74,10,6602,2628.98,51,1528,155979.76,1.2283,"95816","99203","99204",0.4627975,0.4363464,0.4327481
"ZP1552673","LOS ANGELES","CA",9,161,25501.54,0,0,0,9,161,25501.54,1.0977,"99205","99215","99214",0.2535271,0.2442604,0.2277382
"XC1567010","CARMEL","IN",43,70122,540761.44,3,68826,408530.6,40,1296,132230.84,1.4697,"J0585","J0587","95873",0.4392559,0.435859,0.3882979
"DH4501301","GENEVA","NY",16,1146,127046.14,0,0,0,16,1146,127046.14,1.2388,"99204","99214","99203",0.570738,0.5630554,0.5573878
"SK8787299","EAST STROUDSBURG","PA",10,1952,111286.19,NA,NA,NA,NA,NA,NA,1.4367,"99204","99214","99203",0.539133,0.4469838,0.4186986
"OM4554106","WALDORF","MD",3,66,8158.64,0,0,0,3,66,8158.64,0.9611,"99214",NA,NA,0.5848421,NA,NA
"VR6353006","MIAMI","FL",15,651,52731.16,NA,NA,NA,NA,NA,NA,1.5334,"99205","99213","99204",0.3162509,0.3120741,0.3089437
"LB1402149","SAN FRANCISCO","CA",9,593,79621.19,0,0,0,9,593,79621.19,1.1795,"99354","99205","99214",0.2310888,0.2110658,0.1928286
"PF7200868","GLENWOOD SPGS","CO",37,3513,100526.67,NA,NA,NA,NA,NA,NA,1.4129,"99231","95819","99232",0.4272099,0.4170395,0.4055039
"IZ4488076","CINCINNATI","OH",13,333,25667.34,0,0,0,13,333,25667.34,1.8683,"99238","99213","99204",0.3321237,0.3236585,0.320283
"HB2995788","LAKE SUCCESS","NY",21,1123,158292.38,0,0,0,21,1123,158292.38,1.0833,"95923","95910","95909",0.4020635,0.3234764,0.3226
"OG9652044","SUN CITY WEST","AZ",25,2262,210015.64,NA,NA,NA,NA,NA,NA,1.2275,"95812","99203","99205",0.4610315,0.3740444,0.3714905
"JY5976840","BALTIMORE","MD",5,56,5422.88,0,0,0,5,56,5422.88,1.7074,"99204","99214",NA,0.779,0.7289648,NA
"SU6378202","OCEANSIDE","CA",59,16526,267917.55,4,14900,82618.55,55,1626,185299,1.3403,"99232","95885","95886",0.7840097,0.784003,0.7643028
"RD6047835","CHARLESTON","SC",3,41,5040.41,0,0,0,3,41,5040.41,1.3266,"99205","99214","99213",0.2775609,0.2486313,0.220577
"AU1457601","SAINT LOUIS","MO",22,644,59246.3,0,0,0,22,644,59246.3,1.7815,"99214","99215","99212",0.4604788,0.4352589,0.396024
"AC0006082","CORVALLIS","OR",44,3469,101715.34,6,2742,15511.8,38,727,86203.54,1.2554,"A9577","99223","99222",0.4977475,0.2925516,0.2881648
"UH6091876","HOLLYWOOD","FL",23,711,79553.58,0,0,0,23,711,79553.58,2.6935,"99233","99223","99232",0.3201061,0.3183204,0.3175584
"SR9947943","DENVER","CO",17,310,42223.46,0,0,0,17,310,42223.46,1.2994,"95886","99205","99215",0.4258378,0.4173893,0.3928208
"AV9276238","KANSAS CITY","MO",17,829,137752.67,0,0,0,17,829,137752.67,1.4051,"99232","99223","99238",0.3959457,0.3903219,0.3870294
"XT2686586","BURNSVILLE","MN",14,89,20011.84,0,0,0,14,89,20011.84,1.1278,"70553","72156",NA,0.07493882,0.05228595,NA
"AW1958212","ATLANTA","GA",6,218,34312.55,0,0,0,6,218,34312.55,0.9301,"99205","99215","99214",0.2399357,0.2392504,0.2069411
"JO2167859","ROCHESTER HILLS","MI",43,1480,187972.35,NA,NA,NA,NA,NA,NA,2.0053,"99223","99233","99220",0.6268754,0.6175928,0.5995635
"DE8105283","BIRMNGHAM","AL",20,1642,44471.24,NA,NA,NA,NA,NA,NA,1.4072,"99223","99233","99238",0.305697,0.2614815,0.2518483
"AV4150897","CARMEL","IN",87,11221,496444.36,10,6784,12468.65,77,4437,483975.71,1.4279,"99213","99215","99214",0.4342178,0.4328624,0.4181756
"WP5160247","BUFFALO","NY",22,348,52261.2,0,0,0,22,348,52261.2,2.1108,"95956","95951","95816",0.6685112,0.5603554,0.5519209
"EI2732299","MECHANICSVILLE","VA",29,2509,253328.31,0,0,0,29,2509,253328.31,1.5684,"95908","95910","95909",0.3594444,0.3554567,0.3179776
"IN2354241","MAYWOOD","IL",16,593,74591.73,0,0,0,16,593,74591.73,2.0953,"99223","99233","99232",0.450823,0.4389706,0.4198594
"OU7159904","MADISON","WI",47,764,47977.41,0,0,0,47,764,47977.41,1.4096,"99214","99203","99221",0.2882525,0.2752948,0.2533882
"FX8816167","NEW YORK","NY",10,203,25831.74,0,0,0,10,203,25831.74,2.9846,"99223","99233","99221",0.238349,0.2343896,0.2072326
"NI5360360","ROCHESTER","MN",33,811,83336.4,0,0,0,33,811,83336.4,1.344,"99232","99204","95887",0.6841695,0.6455561,0.6374606
"EK5539547","CHEVY CHASE","MD",28,1357,214518.55,0,0,0,28,1357,214518.55,1.139,"95938","99215","99214",0.523301,0.503818,0.4664474
"JK0488542","ASHLAND","KY",39,3695,189937.45,3,1804,9820.84,36,1891,180116.61,1.5502,"95819","95886","99223",0.5967452,0.4441436,0.417094
"IG5562038","REDDING","CA",14,599,70064.78,0,0,0,14,599,70064.78,1.9422,"99223","99232","99233",0.5323096,0.5039778,0.4932353
"WG1533361","BERKLEY","MI",79,2311,246960.46,5,480,23631.56,74,1831,223328.9,2.292,"J2785","99213","99204",0.6920841,0.672149,0.6713216
"YJ4463033","FAJARDO","PR",3,129,10866.63,0,0,0,3,129,10866.63,1.2103,"99214",NA,NA,0.7378236,NA,NA
"HI8394736","BOSTON","MA",11,380,36238.72,0,0,0,11,380,36238.72,1.8254,"99213","99223","99233",0.2451312,0.2361245,0.2313236
"AL3974021","WILKESBORO","NC",16,577,70870.93,0,0,0,16,577,70870.93,1.4407,"95913","99233","95910",0.6348669,0.5217105,0.5150148
"XE7368071","SPOKANE","WA",35,13425,148068.8,3,12836,75888.7,32,589,72180.1,1.3655,"J0585","99213","99212",0.3590945,0.3131608,0.3021747
